"Campaign name","Ad set name","Ad name",Ads,Age,Gender,Objective,Day,Description,"Delivery status","Delivery level","Attribution setting","Result type",Results,Reach,Frequency,"Cost per result","Amount spent (INR)","Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions)","Link clicks","CPC (cost per link click)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all)","Adds to cart","Website adds to cart","Meta adds to cart","Cost per add to cart","Adds to cart conversion value","Website adds to cart conversion value",Purchases,"Website purchases","Shops-assisted purchases","Purchase ROAS (return on ad spend)","Website purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Shops-assisted purchases conversion value","Cost per purchase",Views,Viewers,"Gross impressions (includes invalid impressions from non-human traffic)","Results rate per link clicks","Average purchases conversion value","Auto-refresh impressions","Purchases rate per link clicks","Purchases rate per landing page views","Landing page views rate per link clicks","Result value type","Results value","Result value type","Results ROAS","Unique link clicks","Unique CTR (link click-through rate)","Unique clicks (all)","Unique CTR (all)","Meta purchase conversion value","Reporting starts","Reporting ends",Objective,"Performance goal","Buying type",Starts,Ends,Bid,"Bid type","Ad ID","Ad name","Ad Set Budget","Ad Set Budget Type","Campaign Budget","Campaign Budget Type","Campaign ID","Ad set name","Ad set ID","Campaign name",Currency,Description,headline,"Website URL",call_to_action_type,"Image hash","Image name","URL parameters","Included custom audiences","Excluded custom audiences"
"secretswap - 4 angles test-21 June","broad 35+","Convenience & Family - 2","Convenience & Family - 2",65+,female,OUTCOME_SALES,2026-06-22,"Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,1,1,,0.35,-,-,-,1,350,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247445893700335,"Convenience & Family - 2","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,d28c67a72599aed176d689522503b263,ad_creative_thali_1781972868839.png_105_105,convienience,,
"secretswap - 4 angles test-21 June","broad 35+","Convenience & Family - 2","Convenience & Family - 2",45-54,unknown,OUTCOME_SALES,2026-06-22,"7-Day Guarantee.Rated 4.9/5 by 2847+ healthy home cooks.",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,1,1,,0.28,-,-,-,1,280,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247445893700335,"Convenience & Family - 2","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,d28c67a72599aed176d689522503b263,ad_creative_thali_1781972868839.png_105_105,convienience,,
"secretswap - 4 angles test-21 June","broad 35+","Guilt Free desire -1","Guilt Free desire -1",55-64,male,OUTCOME_SALES,2026-06-22,"Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,12,1,,7.36,-,-,-,12,613.33333333,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247443752280335,"Guilt Free desire -1","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,dd0ed0dd6548a950596a056b6fc569b2,ad_creative_sweets_1781972854192.png_105_105,"guilt free",,
"healthy D recipes","New Sales Ad Set",9,9,25-34,female,OUTCOME_SALES,2026-06-22,"Join 2,847+ Indian families eating healthier. 7-Day Guarantee.Rated 4.9/5 by 14,200+ healthy home cooks.Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)",inactive,ad,"7-day click, 1-day view, or 1-day engaged-view",,,1,1,,0.08,-,-,-,1,80,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-19,Ongoing,,ABSOLUTE_OCPM,120247278208920335,9,"Using campaign budget",,810,Daily,120247276897740335,"New Sales Ad Set",120247276897760335,"healthy D recipes",INR,"Join 2,847+ Indian families eating healthier. 7-Day Guarantee.Rated 4.9/5 by 14,200+ healthy home cooks.Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://diabitic-food-recipe.vercel.app/,LEARN_MORE,04e4dd2a8e17734f2264da49a012c17c,700971189_1338611944796522_8021727401609862275_n.jpg_105_105,1,,
"secretswap - 4 angles test-21 June","broad 35+","Guilt Free desire -1","Guilt Free desire -1",55-64,male,OUTCOME_SALES,2026-06-22,"Join 2,847+ Indian families eating healthier. ",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,1,1,,0.16,-,-,-,1,160,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247443752280335,"Guilt Free desire -1","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,dd0ed0dd6548a950596a056b6fc569b2,ad_creative_sweets_1781972854192.png_105_105,"guilt free",,
"secretswap - 4 angles test-21 June","broad 35+","Guilt Free desire -1","Guilt Free desire -1",65+,female,OUTCOME_SALES,2026-06-22,"Join 2,847+ Indian families eating healthier. ",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,2,1,,0.14,-,-,-,2,70,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247443752280335,"Guilt Free desire -1","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,dd0ed0dd6548a950596a056b6fc569b2,ad_creative_sweets_1781972854192.png_105_105,"guilt free",,
"secretswap - 4 angles test-21 June","broad 35+","Guilt Free desire -1","Guilt Free desire -1",55-64,female,OUTCOME_SALES,2026-06-22,"Join 2,847+ Indian families eating healthier. ",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,1,1,,2.3,-,-,-,1,2300,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247443752280335,"Guilt Free desire -1","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,dd0ed0dd6548a950596a056b6fc569b2,ad_creative_sweets_1781972854192.png_105_105,"guilt free",,
"secretswap - 4 angles test-21 June","broad 35+","Guilt Free desire -1","Guilt Free desire -1",25-34,male,OUTCOME_SALES,2026-06-22,"Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,1,1,,0.26,-,-,-,1,260,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247443752280335,"Guilt Free desire -1","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,dd0ed0dd6548a950596a056b6fc569b2,ad_creative_sweets_1781972854192.png_105_105,"guilt free",,
"secretswap - 4 angles test-21 June","broad 35+","Guilt Free desire -1","Guilt Free desire -1",45-54,female,OUTCOME_SALES,2026-06-22,"Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,6,1,,1.56,-,-,-,6,260,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247443752280335,"Guilt Free desire -1","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,dd0ed0dd6548a950596a056b6fc569b2,ad_creative_sweets_1781972854192.png_105_105,"guilt free",,
"secretswap - 4 angles test-21 June","broad 35+","Guilt Free desire -1","Guilt Free desire -1",35-44,male,OUTCOME_SALES,2026-06-22,"Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,6,1,,1.12,-,-,-,6,186.66666667,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247443752280335,"Guilt Free desire -1","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,dd0ed0dd6548a950596a056b6fc569b2,ad_creative_sweets_1781972854192.png_105_105,"guilt free",,
"secretswap - 4 angles test-21 June","broad 35+","Authority & Trust - 3","Authority & Trust - 3",45-54,female,OUTCOME_SALES,2026-06-22,"Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,1,1,,0.91,-,-,-,1,910,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247446022930335,"Authority & Trust - 3","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,eb81ae947432ec6d45c464c470f51fa9,ad_creative_trust_1781972880994.png_105_105,authority,,
"secretswap - 4 angles test-21 June","broad 35+","Guilt Free desire -1","Guilt Free desire -1",35-44,female,OUTCOME_SALES,2026-06-22,"Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,5,1,,1.17,-,-,-,5,234,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247443752280335,"Guilt Free desire -1","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,dd0ed0dd6548a950596a056b6fc569b2,ad_creative_sweets_1781972854192.png_105_105,"guilt free",,
"secretswap - 4 angles test-21 June","broad 35+","Guilt Free desire -1","Guilt Free desire -1",55-64,female,OUTCOME_SALES,2026-06-22,"Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,6,1,,4.48,-,-,-,6,746.66666667,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247443752280335,"Guilt Free desire -1","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,dd0ed0dd6548a950596a056b6fc569b2,ad_creative_sweets_1781972854192.png_105_105,"guilt free",,
"secretswap - 4 angles test-21 June","broad 35+","Guilt Free desire -1","Guilt Free desire -1",65+,female,OUTCOME_SALES,2026-06-22,"Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,1,1,,0.11,-,-,-,1,110,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247443752280335,"Guilt Free desire -1","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,dd0ed0dd6548a950596a056b6fc569b2,ad_creative_sweets_1781972854192.png_105_105,"guilt free",,
"secretswap - 4 angles test-21 June","broad 35+","Guilt Free desire -1","Guilt Free desire -1",35-44,female,OUTCOME_SALES,2026-06-22,"7-Day Guarantee.Rated 4.9/5 by 2847+ healthy home cooks.",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,1,1,,0.79,-,-,-,1,790,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247443752280335,"Guilt Free desire -1","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,dd0ed0dd6548a950596a056b6fc569b2,ad_creative_sweets_1781972854192.png_105_105,"guilt free",,
"secretswap - 4 angles test-21 June","broad 35+","Convenience & Family - 2","Convenience & Family - 2",35-44,female,OUTCOME_SALES,2026-06-22,"7-Day Guarantee.Rated 4.9/5 by 2847+ healthy home cooks.",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,11,1,,15.28,-,-,-,11,1389.09090909,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247445893700335,"Convenience & Family - 2","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,d28c67a72599aed176d689522503b263,ad_creative_thali_1781972868839.png_105_105,convienience,,
"secretswap - 4 angles test-21 June","broad 35+","Guilt Free desire -1","Guilt Free desire -1",45-54,male,OUTCOME_SALES,2026-06-22,"Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,9,1,,5.82,-,-,-,9,646.66666667,1,5.82,11.11111111,1,11.11111111,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247443752280335,"Guilt Free desire -1","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,dd0ed0dd6548a950596a056b6fc569b2,ad_creative_sweets_1781972854192.png_105_105,"guilt free",,
"healthy D recipes","New Sales Ad Set",2,2,35-44,female,OUTCOME_SALES,2026-06-22,"Join 2,847+ Indian families eating healthier. 7-Day Guarantee.Rated 4.9/5 by 14,200+ healthy home cooks.Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,1,2,,5.35,-,-,-,2,2675,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-19,Ongoing,,ABSOLUTE_OCPM,120247277508980335,2,"Using campaign budget",,810,Daily,120247276897740335,"New Sales Ad Set",120247276897760335,"healthy D recipes",INR,"Join 2,847+ Indian families eating healthier. 7-Day Guarantee.Rated 4.9/5 by 14,200+ healthy home cooks.Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://diabitic-food-recipe.vercel.app/,LEARN_MORE,383302feeef1203cf124fb58704edc5a,ad_trust_woman_1781771926884_pro.jpg_105_105,1,,
"healthy D recipes","New Sales Ad Set",7,7,65+,female,OUTCOME_SALES,2026-06-22,"Join 2,847+ Indian families eating healthier. 7-Day Guarantee.Rated 4.9/5 by 14,200+ healthy home cooks.Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,1,1,,0.02,-,-,-,1,20,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-19,Ongoing,,ABSOLUTE_OCPM,120247278131720335,7,"Using campaign budget",,810,Daily,120247276897740335,"New Sales Ad Set",120247276897760335,"healthy D recipes",INR,"Join 2,847+ Indian families eating healthier. 7-Day Guarantee.Rated 4.9/5 by 14,200+ healthy home cooks.Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://diabitic-food-recipe.vercel.app/,LEARN_MORE,cc1f99178902ec85f34b1a3bb9233c8f,679665943_1318595233534060_9039814639623822203_n.jpg,1,,
"secretswap - 4 angles test-21 June","broad 35+","Guilt Free desire -1","Guilt Free desire -1",65+,male,OUTCOME_SALES,2026-06-22,"Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,11,1,,2.78,-,-,-,11,252.72727273,2,1.39,18.18181818,2,18.18181818,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247443752280335,"Guilt Free desire -1","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,dd0ed0dd6548a950596a056b6fc569b2,ad_creative_sweets_1781972854192.png_105_105,"guilt free",,
"secretswap - 4 angles test-21 June","broad 35+","Authority & Trust - 3","Authority & Trust - 3",25-34,female,OUTCOME_SALES,2026-06-22,"Get 100+ Low-GI Indian Recipes at 80% OFF (Instant Download)",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,1,1,,0.59,-,-,-,1,590,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247446022930335,"Authority & Trust - 3","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,eb81ae947432ec6d45c464c470f51fa9,ad_creative_trust_1781972880994.png_105_105,authority,,
"secretswap - 4 angles test-21 June","broad 35+","Flavor Focus - 4","Flavor Focus - 4",35-44,female,OUTCOME_SALES,2026-06-22,"Join 2,847+ Indian families eating healthier. ",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,1,1,,0.09,-,-,-,1,90,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247446284390335,"Flavor Focus - 4","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,42de942a5042d3e34c452b63760836a3,ad_creative_compliant_curry_1781973167022.png_105_105,flavor,,
"secretswap - 4 angles test-21 June","broad 35+","Authority & Trust - 3","Authority & Trust - 3",55-64,male,OUTCOME_SALES,2026-06-22,"Join 2,847+ Indian families eating healthier. ",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,2,1,,0.17,-,-,-,2,85,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247446022930335,"Authority & Trust - 3","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,eb81ae947432ec6d45c464c470f51fa9,ad_creative_trust_1781972880994.png_105_105,authority,,
"secretswap - 4 angles test-21 June","broad 35+","Convenience & Family - 2","Convenience & Family - 2",35-44,male,OUTCOME_SALES,2026-06-22,"7-Day Guarantee.Rated 4.9/5 by 2847+ healthy home cooks.",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,4,1,,3.4,-,-,-,4,850,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247445893700335,"Convenience & Family - 2","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,d28c67a72599aed176d689522503b263,ad_creative_thali_1781972868839.png_105_105,convienience,,
"secretswap - 4 angles test-21 June","broad 35+","Convenience & Family - 2","Convenience & Family - 2",55-64,male,OUTCOME_SALES,2026-06-22,"7-Day Guarantee.Rated 4.9/5 by 2847+ healthy home cooks.",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,2,1,,2.26,-,-,-,2,1130,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247445893700335,"Convenience & Family - 2","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,d28c67a72599aed176d689522503b263,ad_creative_thali_1781972868839.png_105_105,convienience,,
"secretswap - 4 angles test-21 June","broad 35+","Convenience & Family - 2","Convenience & Family - 2",25-34,female,OUTCOME_SALES,2026-06-22,"7-Day Guarantee.Rated 4.9/5 by 2847+ healthy home cooks.",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,1,1,,0.16,-,-,-,1,160,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247445893700335,"Convenience & Family - 2","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,d28c67a72599aed176d689522503b263,ad_creative_thali_1781972868839.png_105_105,convienience,,
"secretswap - 4 angles test-21 June","broad 35+","Convenience & Family - 2","Convenience & Family - 2",55-64,female,OUTCOME_SALES,2026-06-22,"7-Day Guarantee.Rated 4.9/5 by 2847+ healthy home cooks.",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,16,1.125,,31.14,-,-,-,18,1730,1,31.14,5.55555556,2,11.11111111,15.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247445893700335,"Convenience & Family - 2","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,d28c67a72599aed176d689522503b263,ad_creative_thali_1781972868839.png_105_105,convienience,,
"secretswap - 4 angles test-21 June","broad 35+","Flavor Focus - 4","Flavor Focus - 4",55-64,male,OUTCOME_SALES,2026-06-22,"Join 2,847+ Indian families eating healthier. ",active,ad,"7-day click, 1-day view, or 1-day engaged-view",,,6,1.16666667,,7.36,-,-,-,7,1051.42857143,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22,2026-06-22,Sales,Conversions,AUCTION,2026-06-21,Ongoing,,ABSOLUTE_OCPM,120247446284390335,"Flavor Focus - 4","Using campaign budget",,610,Daily,120247443752180335,"broad 35+",120247443752270335,"secretswap - 4 angles test-21 June",INR,"Join 2,847+ Indian families eating healthier. ","100+ Clinically Reviewed Low-GI Indian Recipes 📚",https://secretswaprecipe.vercel.app/,LEARN_MORE,42de942a5042d3e34c452b63760836a3,ad_creative_compliant_curry_1781973167022.png_105_105,flavor,,
